age,ed,lninc,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,carvalue,commutetime,longmon,lnlongmon,tollten,equipten,cardmon,cardten,wireten,hourstv,income,total_spend,total_spend_ln,birthmonth,jobcat,union,employ,retire,default,marital,homeown,address,carbuy,commute,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,polparty,polcontrib,vote,cardfee,cardtenure,card2fee,card2tenure,active,churn,tollfree,equip,callcard,wireless,multline,voice,pager,callid,callwait,forward,confer,ebill,owntv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,region_2,region_3,region_4,region_5,townsize_2,townsize_3,townsize_4,townsize_5,gender_1,agecat_3,agecat_4,agecat_5,agecat_6,edcat_2,edcat_3,edcat_4,edcat_5,empcat_2,empcat_3,empcat_4,empcat_5,inccat_2,inccat_3,inccat_4,inccat_5,jobsat_2,jobsat_3,jobsat_4,jobsat_5,spousedcat_1,spousedcat_2,spousedcat_3,spousedcat_4,spousedcat_5,hometype_2,hometype_3,hometype_4,addresscat_2,addresscat_3,addresscat_4,addresscat_5,cars_1,cars_2,cars_3,cars_4,cars_5,cars_6,cars_7,cars_8,carown_0,carown_1,cartype_0,cartype_1,carcatvalue_1,carcatvalue_2,carcatvalue_3,carbought_0,carbought_1,commutecat_2,commutecat_3,commutecat_4,commutecat_5,reason_2,reason_3,reason_4,reason_9,polview_2,polview_3,polview_4,polview_5,polview_6,polview_7,card_2,card_3,card_4,card_5,cardtype_2,cardtype_3,cardtype_4,cardbenefit_2,cardbenefit_3,cardbenefit_4,cardtenurecat_2,cardtenurecat_3,cardtenurecat_4,cardtenurecat_5,card2_2,card2_3,card2_4,card2_5,card2type_2,card2type_3,card2type_4,card2benefit_2,card2benefit_3,card2benefit_4,card2tenurecat_2,card2tenurecat_3,card2tenurecat_4,card2tenurecat_5,bfast_2,bfast_3,internet_1,internet_2,internet_3,internet_4
30,12,4.02535169073515,2.0,0.40208000000000005,-0.9111042051868549,0.7179200000000001,-0.3313971367544637,4,6,0,0,0,0,0,0,6,27.900000000000002,29.0,3.65,1.2947271675944,203.8,0.0,13.5,220.0,0.0,18,56,747.62,6.616894827497515,3,2,0,2,0,1,1,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
33,19,4.007333185232471,9.3,1.907895,0.6460005400652682,3.2071050000000003,1.1653686610543736,2,0,0,0,0,0,0,0,0,22.8,27.0,3.95,1.3737155789130306,0.0,422.65,13.0,135.0,209.8,27,55,276.17,5.621016618131701,6,2,0,2,0,0,0,0,6,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
25,14,3.295836866004329,9.1,0.5159699999999999,-0.6617066547256264,1.94103,0.6632187600179722,5,0,0,0,0,0,0,0,0,11.5,36.0,3.95,1.3737155789130306,0.0,0.0,0.0,0.0,0.0,16,27,316.27,5.756596279148815,6,2,0,0,0,0,0,1,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,20,2.9444389791664403,5.7,0.20576999999999998,-1.5809962388027974,0.87723,-0.1309860632967991,1,1,1,0,0,0,0,0,0,9.3,20.0,4.6,1.5260563034950492,0.0,346.4,18.0,125.0,219.0,24,19,92.11,4.522983515000144,1,6,0,1,0,0,0,0,2,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,4,0,2,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
77,9,2.1972245773362196,25.900000000000002,0.5128199999999999,-0.6678303725761555,1.81818,0.5978360007551204,2,0,0,0,0,0,0,0,0,4.3,23.0,17.55,2.865053949911875,0.0,0.0,19.25,1170.0,0.0,21,9,139.47,4.937849524370603,5,2,0,15,1,0,1,0,39,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,29,0,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
54,13,3.367295829986474,6.6000000000000005,0.733062,-0.31052499677072853,1.1809380000000003,0.1663090379540135,2,0,0,0,0,0,0,0,0,11.4,27.0,11.1,2.4069451083182885,0.0,0.0,13.75,770.0,0.0,19,29,146.09,4.984222870144423,4,2,0,4,0,0,1,1,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,22,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
79,11,2.833213344056216,4.2,0.35700000000000004,-1.0300194972024979,0.35700000000000004,-1.0300194972024979,1,0,0,0,0,0,0,0,0,9.3,26.0,25.05,3.2208738275308737,0.0,0.0,47.5,3355.0,0.0,15,17,135.37,4.908011770197695,2,6,0,36,1,0,0,1,46,0,5,0,0,0,0,1,0,0,1,0,1,0,0,1,0,39,1,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36,15,3.367295829986474,5.4,0.9051480000000001,-0.09965681274114815,0.660852,-0.4142253673775139,1,2,0,0,0,0,0,0,2,16.2,22.0,5.0,1.6094379124341003,309.15,823.95,6.5,140.0,552.4,22,29,254.38,5.538829212023338,8,2,0,0,0,1,0,1,14,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,11,0,6,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
42,17,4.955827057601261,13.200000000000001,9.503208,2.251629425814541,9.240791999999999,2.2236275962660477,5,1,0,1,0,0,0,0,0,-1.0,40.029999999999745,2.4,0.8754687373538999,98.45,159.55,29.25,105.0,103.2,19,142,1006.3900000000001,6.914124949489815,7,2,0,4,0,1,1,1,12,0,5,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
67,19,5.1298987149230735,20.599999999999998,14.280358400000008,2.65891009010391,20.296562,3.010451512098873,1,7,1,0,0,0,0,0,6,92.00100000000002,21.0,18.95,2.9418039315284354,3977.270500000003,3486.1,29.0,1865.0,4530.186000000002,19,169,497.29,6.209173356932146,6,4,0,23,0,0,0,1,43,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,35,1,22,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
27,18,3.295836866004329,8.4,1.047816,0.04670799796510752,1.2201840000000002,0.19900166704515312,5,1,0,0,0,1,0,0,0,14.100000000000001,23.0,9.05,2.2027647577118348,713.0,0.0,29.75,835.0,0.0,24,27,159.92000000000002,5.074673690192145,10,1,0,0,0,0,1,1,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,9,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
73,9,2.70805020110221,6.1,0.125355,-2.076605566860628,0.789645,-0.2361718016053248,1,0,0,0,0,0,0,0,0,8.1,26.0,43.85,3.780774718818192,2652.75,0.0,57.25,4000.0,0.0,17,15,190.8,5.251225759014186,6,2,0,28,1,0,0,1,45,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,40,0,30,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
63,10,2.6390573296152584,5.800000000000001,0.25496800000000003,-1.3666172318943426,0.557032,-0.585132590076711,1,0,0,0,0,0,0,0,0,-1.0,20.0,40.8,3.708682081410116,0.0,0.0,20.0,1455.0,0.0,20,14,139.03,4.9346897371814515,8,6,0,29,1,0,0,1,27,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
47,15,3.7612001156935624,7.7,1.039654,0.03888796549122561,2.271346,0.8203726073088573,1,2,1,1,0,0,0,0,0,19.1,24.0,3.05,1.1151415906193203,0.0,0.0,0.0,0.0,0.0,22,43,464.4,6.140746249823736,9,3,0,19,0,0,0,1,15,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
75,16,2.5649493574615367,10.2,0.49724999999999997,-0.6986623612480556,0.8287499999999999,-0.18783673748206495,2,2,1,1,0,0,0,0,0,5.6000000000000005,29.0,12.2,2.501435951739211,1593.2,0.0,30.25,1340.0,1734.0,22,13,178.10999999999999,5.182401336950694,5,1,0,17,1,0,1,1,20,0,10,0,0,0,1,1,0,0,0,0,1,0,0,0,0,23,0,14,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
63,13,4.007333185232471,7.5,1.390125,0.329393671156869,2.7348749999999997,1.0060857309903697,3,1,1,0,0,0,0,0,0,32.7,24.0,42.3,3.744787086052232,0.0,0.0,52.25,3600.0,0.0,17,55,288.29,5.663966917951902,10,6,0,32,1,0,1,1,24,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,40,0,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
53,15,3.58351893845611,2.9000000000000004,0.418644,-0.8707343622151209,0.625356,-0.4694341914062407,2,0,0,0,0,0,0,0,0,-1.0,20.0,11.05,2.402430427963762,1664.5,0.0,26.75,1280.0,1667.05,30,36,410.40000000000003,6.01713229385656,2,2,0,5,0,0,1,1,18,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,17,0,14,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
61,16,3.4965075614664802,4.3999999999999995,0.07550399999999999,-2.5835696439981053,1.376496,0.3195411396754891,1,9,0,0,0,1,0,0,8,17.5,26.0,28.0,3.332204510175204,0.0,0.0,23.25,1425.0,0.0,31,33,447.21,6.103028282950449,2,1,0,5,0,0,0,1,27,0,8,1,1,0,1,0,0,0,1,0,0,0,0,0,0,28,1,25,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
31,15,2.995732273553991,11.899999999999999,0.20467999999999997,-1.586307495045246,2.17532,0.7771757801553963,2,6,1,0,0,0,0,0,5,6.6000000000000005,21.0,10.65,2.365559892155434,0.0,0.0,0.0,0.0,0.0,20,20,288.3,5.664001604644357,9,2,0,2,0,0,0,0,12,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,11,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
21,13,2.70805020110221,11.5,0.10522500000000001,-2.2516543643255025,1.6197750000000002,0.48228725070944906,1,5,0,0,0,0,0,0,5,5.6000000000000005,38.0,4.45,1.4929040961781488,0.0,0.0,0.0,0.0,0.0,17,15,473.76,6.160700864353281,6,2,0,0,0,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
46,10,3.9889840465642745,7.199999999999999,0.7542719999999999,-0.28200223332061636,3.133728,1.142223350122684,1,0,0,0,0,0,0,0,0,21.900000000000002,28.0,7.95,2.0731719286662407,0.0,0.0,10.75,630.0,0.0,18,54,225.27,5.417299682779903,4,4,0,21,0,0,0,1,12,1,4,0,0,0,1,0,1,0,1,0,1,1,0,1,0,22,0,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
47,15,4.127134385045092,8.1,1.365984,0.3118750480492536,3.656016,1.2963740299499422,1,10,0,0,0,2,0,0,8,35.800000000000004,15.0,40.8,3.708682081410116,0.0,0.0,20.0,1500.0,0.0,23,62,618.77,6.427733636592839,6,6,1,12,0,0,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
58,11,4.8283137373023015,10.9,0.558625,-0.5822768717285214,13.066375,2.570042136450609,1,0,0,0,0,0,0,0,0,45.7,16.0,34.0,3.5263605246161616,0.0,0.0,4.0,260.0,0.0,28,125,776.22,6.654435985157866,2,3,0,25,0,0,0,1,26,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,38,0,27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
71,8,4.983606621708336,1.9,0.2774,-1.2822947711014059,2.4966,0.9149298062348136,2,2,1,0,0,1,0,0,0,68.2,26.0,30.5,3.417726683613366,3977.270500000003,0.0,50.25,3555.0,3573.45,26,146,188.91000000000003,5.241270711168761,5,1,0,31,0,0,1,0,24,0,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,40,0,29,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
25,17,2.5649493574615367,5.8999999999999995,0.37889799999999996,-0.9704882394090956,0.38810199999999995,-0.9464870873095526,1,8,1,0,0,0,0,0,7,6.300000000000001,24.0,4.5,1.5040773967762742,222.55,416.45,9.75,105.0,0.0,20,13,302.25,5.711254489494902,3,4,1,1,0,0,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,7,0,5,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
68,17,2.9444389791664403,13.8,1.384416,0.3252783900656326,1.2375840000000002,0.2131610919449266,2,7,0,0,0,1,0,0,6,8.9,22.0,33.85,3.521938999358284,0.0,0.0,13.25,860.0,0.0,22,19,357.35,5.878715693665988,5,2,1,18,1,0,1,1,28,0,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,0,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
31,13,4.248495242049359,5.7,3.0363900000000004,1.110669309781321,0.9536099999999998,-0.04750049614885446,1,10,0,0,0,0,0,0,10,27.6,33.0,2.85,1.0473189942805592,0.0,0.0,17.0,15.0,0.0,17,70,1065.26,6.97097417980369,8,6,0,7,0,1,0,0,11,1,5,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
54,10,4.77912349311153,4.1000000000000005,0.43911,-0.8230053278181718,4.43989,1.490629601362459,1,9,1,0,0,0,0,0,8,70.0,38.0,4.95,1.599387576580599,497.6,0.0,23.75,560.0,0.0,20,119,437.46000000000004,6.080985273046394,8,5,1,24,0,0,0,0,11,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,16,0,13,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
