region,townsize,gender,agecat,birthmonth,edcat,jobcat,union,employ,empcat,retire,inccat,default,jobsat,marital,spousedcat,homeown,hometype,address,addresscat,cars,carown,cartype,carcatvalue,carbought,carbuy,commute,commutecat,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,churn,tollfree,equip,callcard,wireless,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
4,5,1,2,November,3,6,0,0,1,0,1,0,2,1,2,1,1,0,1,2,0,0,1,0,0,9,4,1,0,0,1,0,0,0,1,1,0,9,4,0,0,0,2,2,4,0,2,2,5,2,1,0,3,2,0,3,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
1,1,1,4,May,2,6,0,13,4,0,3,0,2,1,2,1,1,11,3,1,1,0,2,0,1,5,3,0,0,1,0,1,1,0,0,0,0,1,2,1,0,0,2,1,3,0,8,3,3,2,4,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
1,1,1,2,February,2,1,1,0,1,0,1,1,3,0,-1,0,1,0,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,3,1,1,1,2,1,2,0,1,1,5,2,1,1,1,1,1,1,1,0,1,1,0,1,0,0,4,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
2,1,0,5,March,2,1,0,13,4,0,2,0,3,0,-1,1,1,29,5,0,-1,-1,-1,-1,0,4,3,0,0,0,1,0,0,0,0,0,0,9,6,0,1,0,3,2,2,1,27,5,2,4,1,0,21,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
4,5,1,2,November,4,1,0,0,1,0,3,1,1,0,-1,1,1,4,2,1,1,0,2,1,0,8,4,0,0,0,0,0,0,0,1,0,0,9,2,0,0,0,4,1,4,0,4,2,3,4,4,0,5,2,1,1,0,0,0,1,0,0,1,0,4,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1
2,4,1,5,February,1,6,0,28,5,0,4,0,5,0,-1,0,2,27,5,1,1,1,3,1,0,10,5,0,0,0,0,1,0,0,1,0,1,9,2,1,1,1,3,1,1,0,23,5,2,4,3,1,22,5,0,2,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
3,3,0,4,April,2,1,0,5,2,0,2,0,1,1,1,0,1,6,2,4,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,6,1,0,1,3,3,4,0,5,2,2,3,3,0,2,2,1,3,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
4,4,0,4,June,4,1,0,8,3,0,3,1,4,1,3,1,1,15,3,3,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,9,4,0,0,1,1,4,2,1,18,5,4,1,4,1,13,4,0,2,0,1,1,1,1,1,1,0,3,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
4,2,1,4,May,3,2,0,3,2,0,4,1,3,1,2,1,1,10,3,4,1,1,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,9,3,1,0,1,4,3,3,0,17,5,3,3,4,0,13,4,0,3,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0
4,3,1,3,December,2,1,0,3,2,0,2,0,2,1,1,1,4,8,3,3,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,9,3,1,0,0,1,3,4,0,1,1,2,3,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4,5,0,4,September,4,1,0,4,2,0,4,0,3,1,4,1,1,16,4,2,1,0,3,0,0,5,3,0,0,0,1,1,1,0,0,0,0,9,3,1,0,1,1,1,3,0,7,3,2,2,4,0,6,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
3,2,0,5,March,3,2,0,7,3,0,3,0,5,1,4,0,1,31,5,5,1,0,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,9,4,1,0,0,1,1,4,0,11,4,4,3,4,0,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
3,1,0,4,November,2,1,0,5,2,0,2,0,2,1,2,1,3,5,2,3,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,2,6,1,0,1,1,4,4,0,9,3,4,1,3,0,10,3,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2,3,0,3,July,2,3,0,6,3,0,3,0,3,0,-1,0,2,7,2,3,1,0,3,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,3,1,1,0,2,4,3,1,16,5,4,3,4,0,16,5,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
2,1,1,6,November,3,1,0,20,5,1,1,0,3,0,-1,0,2,11,3,4,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,9,4,0,0,1,1,1,3,0,2,2,2,3,1,0,2,2,0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0
4,4,0,6,November,4,3,0,37,5,1,4,0,5,1,4,0,2,40,5,1,1,0,3,0,0,8,4,0,0,0,0,0,0,1,1,0,0,9,3,0,1,0,3,4,3,0,40,5,2,1,2,0,29,5,0,2,0,0,1,1,1,1,1,1,4,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
3,4,1,3,October,3,3,0,1,1,0,2,0,3,0,-1,1,1,4,2,1,1,1,1,1,0,4,3,0,0,0,1,0,1,0,0,0,0,9,4,1,0,0,3,3,4,0,4,2,4,2,1,0,3,2,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1
2,1,1,4,June,4,5,0,7,3,0,3,0,5,0,-1,1,1,4,2,1,1,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,9,5,0,1,0,1,3,1,0,5,2,4,3,1,0,4,2,0,2,0,1,0,1,1,0,1,0,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
1,3,0,5,March,4,2,0,10,3,0,3,0,3,0,-1,1,1,13,3,2,1,1,2,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,4,0,0,1,1,4,3,0,18,5,4,3,1,0,10,3,0,3,1,1,1,1,1,0,1,1,4,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
3,1,0,3,June,4,2,0,2,2,0,2,0,2,1,3,1,1,10,3,1,1,0,2,0,0,8,4,0,0,0,0,0,0,0,1,0,0,9,2,1,1,1,4,4,1,0,15,4,2,2,4,1,11,4,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
1,1,1,3,December,4,1,0,2,2,0,2,1,1,0,-1,0,2,2,1,3,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,9,5,1,0,0,3,3,1,0,3,2,1,1,4,0,2,2,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0
1,4,1,6,December,2,4,0,42,5,1,2,0,2,1,1,1,3,14,3,3,1,0,2,0,0,1,1,1,0,0,1,1,0,1,1,0,0,9,4,0,0,0,2,1,1,0,38,5,3,3,3,0,28,5,0,3,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
4,1,0,2,March,4,1,0,0,1,0,4,1,2,0,-1,1,3,2,1,3,1,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,4,0,0,1,4,3,4,0,2,2,3,4,2,0,2,2,0,3,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
3,3,0,6,July,3,1,0,11,4,0,2,0,4,1,3,1,1,36,5,0,-1,-1,-1,-1,0,4,3,0,0,0,1,1,0,0,0,0,0,9,4,0,0,1,3,4,1,0,30,5,2,1,3,0,19,5,0,3,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0
3,4,0,4,February,1,3,0,16,5,0,2,0,5,1,1,1,3,10,3,0,-1,-1,-1,-1,0,5,3,0,0,0,0,1,1,0,0,0,0,9,6,0,0,1,3,4,2,0,24,5,5,1,2,0,18,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
5,4,1,6,December,5,1,1,15,4,1,1,0,5,0,-1,1,1,6,2,1,0,0,1,1,0,4,3,1,0,1,1,0,0,0,1,0,0,9,2,0,0,1,2,3,4,0,12,4,3,1,3,0,16,5,1,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
3,1,0,5,September,2,4,0,13,4,0,3,1,5,1,3,0,2,14,3,1,1,0,1,1,0,8,4,0,1,0,1,0,0,0,1,0,0,1,4,1,0,1,3,2,2,0,17,5,2,4,2,1,15,4,0,2,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
1,1,1,5,September,3,1,1,14,4,0,3,0,2,1,3,1,3,29,5,2,0,1,2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,9,4,1,0,1,1,1,4,0,39,5,4,3,4,0,29,5,0,2,0,0,1,1,1,1,1,0,2,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
3,1,0,6,February,4,2,0,5,2,0,3,0,3,1,4,1,1,40,5,1,1,0,3,1,1,8,4,1,0,0,0,0,0,0,1,0,0,1,4,1,0,0,3,2,3,0,16,5,4,4,4,0,15,4,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
4,2,1,4,June,4,2,0,2,2,0,2,0,2,1,2,1,3,16,4,1,1,1,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,9,2,1,1,1,2,4,1,1,1,1,3,1,1,0,3,2,1,3,0,0,0,0,1,0,0,1,3,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
3,1,1,6,November,4,2,0,5,2,0,2,0,1,0,-1,1,1,25,4,1,0,1,1,1,0,4,3,1,0,0,1,0,0,0,0,0,0,9,5,1,1,1,1,3,2,0,9,3,4,1,3,1,8,3,1,2,0,0,1,0,0,0,0,0,4,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0
1,1,0,5,July,4,6,0,21,5,0,5,0,5,1,4,1,1,24,4,3,1,1,3,0,1,1,1,1,0,0,1,1,0,0,1,0,0,9,6,0,1,1,1,4,3,0,36,5,4,4,2,0,30,5,0,2,0,0,1,1,0,1,0,0,4,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0
1,3,1,5,January,2,3,0,16,5,0,3,0,4,1,2,1,1,18,4,2,1,0,1,0,0,5,3,0,0,0,0,1,0,0,0,0,0,9,5,1,0,1,3,4,4,0,16,5,4,3,1,0,12,4,1,3,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
2,5,0,5,May,1,6,0,27,5,1,1,0,4,1,2,1,1,35,5,1,1,0,1,0,1,4,3,1,0,0,1,0,0,1,0,1,0,9,4,0,0,0,3,2,3,0,33,5,2,2,4,0,23,5,0,2,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0
2,4,1,6,October,4,3,0,26,5,1,4,0,5,0,-1,1,1,33,5,0,-1,-1,-1,-1,0,8,4,0,0,1,1,0,0,0,1,0,0,9,5,0,0,1,1,3,4,0,19,5,4,1,3,0,15,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
4,5,1,4,April,2,2,0,1,1,0,2,0,1,1,1,0,2,13,3,2,1,0,2,0,0,1,1,1,0,1,1,0,0,0,0,0,1,9,6,1,0,0,5,1,2,0,17,5,1,1,3,1,14,4,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3,2,1,3,November,4,2,1,0,1,0,1,1,2,0,-1,1,3,3,2,5,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,4,2,3,0,5,2,2,1,3,0,3,2,1,1,1,0,1,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
3,4,1,4,February,4,2,0,1,1,0,2,1,1,0,-1,1,3,9,3,1,1,0,1,0,0,4,3,0,0,0,1,0,0,1,0,0,0,9,2,1,1,0,4,1,1,0,21,5,3,1,2,0,11,4,0,3,0,1,1,1,0,1,1,1,4,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
2,2,0,4,May,3,1,0,4,2,0,3,0,4,0,-1,1,1,7,2,4,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,1,3,1,0,3,2,4,4,1,1,5,2,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1
4,3,0,5,September,3,4,0,26,5,0,5,1,4,0,-1,1,1,19,4,4,1,0,3,0,1,1,1,1,0,0,1,0,0,1,0,0,0,9,4,0,0,1,4,2,2,0,16,5,1,1,3,0,16,5,0,3,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
1,3,1,6,June,4,6,0,36,5,1,1,0,4,0,-1,1,1,44,5,1,0,1,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,9,3,1,0,1,3,1,4,0,40,5,2,4,1,0,30,5,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0
2,1,0,6,May,1,2,0,9,3,0,2,0,4,1,1,1,1,26,5,0,-1,-1,-1,-1,0,4,3,0,0,0,1,1,0,0,0,0,0,9,4,1,0,0,2,4,4,0,28,5,3,4,3,0,22,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
1,1,1,6,January,1,1,0,9,3,1,1,0,3,0,-1,0,3,7,2,1,0,0,1,0,0,10,5,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,2,2,1,0,13,4,4,1,2,0,7,3,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2,2,0,6,September,3,5,1,26,5,1,1,0,4,0,-1,0,2,26,5,0,-1,-1,-1,-1,0,4,3,0,0,0,1,0,0,0,0,0,0,9,5,0,0,0,2,3,1,0,17,5,4,3,3,1,10,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1
1,4,1,2,October,4,1,0,0,1,0,1,0,1,1,4,0,2,3,2,1,1,0,1,0,0,8,4,1,0,0,1,0,0,0,1,0,1,9,4,0,0,1,3,3,1,1,6,3,4,4,4,0,6,3,1,3,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
3,1,1,5,January,4,6,1,17,5,1,1,0,5,0,-1,1,2,22,4,4,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,9,4,1,0,1,1,4,1,0,23,5,4,3,3,1,23,5,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
4,3,0,2,February,2,1,0,0,1,0,1,1,1,0,-1,1,3,0,1,2,1,0,1,0,0,4,3,0,0,1,1,1,0,0,0,0,0,2,4,0,0,0,1,1,4,0,0,1,4,3,2,0,0,1,1,3,0,1,1,0,1,0,0,0,3,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0
5,2,0,5,September,2,6,0,23,5,0,5,0,5,1,3,1,2,17,4,2,1,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,4,4,0,0,0,3,2,3,1,35,5,1,4,3,0,25,5,0,3,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
2,4,0,5,October,2,6,1,24,5,0,4,0,4,0,-1,0,2,19,4,3,1,1,2,0,1,4,3,0,0,1,1,0,0,0,0,1,0,9,4,0,0,1,1,4,1,0,35,5,4,1,1,0,23,5,0,3,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1
5,4,0,4,December,2,1,0,12,4,0,4,0,4,0,-1,1,3,22,4,2,1,1,2,0,0,4,3,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,4,2,4,1,30,5,2,4,4,0,23,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0
1,2,1,3,December,4,2,0,0,1,0,4,1,1,0,-1,1,3,6,2,0,-1,-1,-1,-1,0,5,3,0,0,1,1,1,0,0,1,0,0,2,6,0,1,1,4,3,1,0,13,4,1,3,2,0,13,4,0,3,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
5,4,1,4,July,1,1,0,8,3,0,2,0,4,1,1,1,4,15,3,1,1,0,2,1,0,8,4,0,1,0,1,0,1,0,1,0,1,9,6,0,0,0,3,1,4,0,21,5,2,1,3,0,14,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
5,4,1,4,June,3,2,0,3,2,0,3,0,1,1,3,1,1,12,3,0,-1,-1,-1,-1,1,8,4,0,0,0,0,0,0,0,1,0,0,9,5,0,0,0,2,4,2,0,24,5,4,2,3,0,22,5,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
3,1,0,5,November,1,2,0,6,3,0,2,1,4,0,-1,1,1,18,4,1,1,0,2,1,0,7,4,1,0,0,0,0,0,1,0,0,0,9,4,0,0,0,2,4,1,0,35,5,3,4,3,1,29,5,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0
5,4,0,2,May,4,4,0,0,1,0,2,0,1,0,-1,1,2,3,2,4,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,9,5,0,0,1,4,3,4,0,4,2,1,1,2,0,4,2,1,1,1,1,1,1,1,0,1,0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
3,3,1,2,April,3,2,1,0,1,0,1,1,1,0,-1,1,4,0,1,1,1,1,1,0,0,8,4,0,0,0,0,1,1,0,1,0,1,9,4,0,0,0,3,2,2,0,4,2,4,4,2,0,3,2,0,3,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
4,5,1,2,July,2,2,0,0,1,0,1,0,1,0,-1,1,1,1,1,2,0,1,1,0,0,5,3,1,0,0,1,1,1,0,1,0,0,9,4,0,0,1,3,3,3,1,4,2,2,2,2,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,2,September,2,5,1,0,1,0,1,1,1,1,3,1,1,0,1,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,3,3,3,0,0,1,4,3,2,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5,5,0,6,December,5,2,0,2,2,1,2,0,1,0,-1,0,2,41,5,1,1,0,1,1,0,4,3,0,0,0,1,0,0,1,0,0,0,9,5,1,0,0,1,3,3,0,23,5,3,1,3,0,15,4,0,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
4,5,0,6,August,2,6,0,32,5,1,2,0,5,1,2,1,1,38,5,3,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,9,4,0,0,0,4,4,2,0,37,5,2,1,1,1,24,5,0,3,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
1,2,0,6,November,4,3,0,24,5,1,1,0,5,1,5,1,3,29,5,1,0,0,1,0,0,8,4,0,1,1,0,0,0,0,1,0,0,9,2,1,0,1,1,2,4,0,20,5,2,4,3,0,20,5,0,2,0,0,1,1,0,1,1,0,2,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
5,5,0,2,June,2,2,0,0,1,0,1,1,2,0,-1,1,2,0,1,0,-1,-1,-1,-1,0,8,4,0,0,0,1,0,0,0,1,0,0,9,3,1,0,1,3,1,3,0,1,1,4,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
1,1,0,5,April,1,2,0,4,2,0,2,0,2,1,1,1,1,26,5,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,9,5,0,0,0,2,3,1,0,35,5,1,3,1,1,28,5,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
3,1,1,5,June,2,4,0,29,5,0,4,0,3,1,2,0,2,31,5,3,1,0,2,0,0,1,1,1,0,1,1,1,0,0,0,0,1,9,4,0,1,1,3,2,4,0,37,5,4,2,2,0,27,5,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
1,1,1,6,December,5,2,0,3,2,1,1,0,3,1,4,1,1,47,5,6,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9,2,0,0,0,4,3,4,0,32,5,2,3,2,0,23,5,1,2,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0
3,3,0,2,June,4,1,0,0,1,0,2,1,1,0,-1,0,1,4,2,5,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,4,2,4,0,4,2,5,1,2,0,3,2,1,1,1,0,1,0,0,1,0,0,4,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0
5,3,0,6,February,4,4,0,42,5,1,5,0,5,0,-1,1,1,31,5,3,1,1,3,1,0,1,1,1,0,0,1,1,0,0,0,0,0,9,5,1,0,1,4,3,3,0,38,5,1,1,1,0,29,5,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0
5,4,1,3,October,2,2,0,1,1,0,2,0,2,1,2,1,1,2,1,0,-1,-1,-1,-1,0,9,4,0,0,0,1,1,0,0,0,1,0,9,4,0,0,0,1,1,3,0,9,3,3,4,3,0,9,3,0,3,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
5,3,0,6,June,5,2,0,6,3,0,3,0,4,0,-1,1,2,32,5,2,1,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,9,4,0,0,0,4,2,1,0,26,5,3,3,1,0,17,5,0,1,0,1,0,1,0,1,0,1,3,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
2,1,0,6,August,1,2,0,11,4,1,1,0,4,0,-1,0,2,40,5,3,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,3,4,3,0,26,5,1,1,1,0,20,5,1,2,0,0,0,1,0,1,0,1,3,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2,2,0,6,August,3,6,0,21,5,0,5,0,4,1,2,1,1,38,5,5,1,1,3,1,0,1,1,1,0,0,1,0,0,0,0,0,0,9,4,0,0,0,4,3,1,0,31,5,2,3,3,0,25,5,0,3,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0
1,4,1,3,May,1,5,1,6,3,0,2,0,2,0,-1,0,2,7,2,1,1,1,1,0,1,4,3,0,0,0,1,0,0,0,0,0,0,9,2,0,1,1,2,4,3,0,8,3,3,4,1,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1,1,1,4,September,2,1,0,5,2,0,2,1,4,1,2,1,1,10,3,0,-1,-1,-1,-1,0,4,3,0,1,0,1,0,0,0,0,0,0,9,2,0,1,0,3,1,4,1,12,4,5,4,3,0,16,5,0,3,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
2,1,1,2,December,1,2,0,0,1,0,2,1,1,1,1,0,1,2,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,2,2,2,1,6,3,3,2,4,0,6,3,1,3,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0
4,3,1,3,July,2,2,0,0,1,0,1,1,4,0,-1,1,3,10,3,1,1,1,1,0,1,3,2,0,0,1,0,1,0,0,0,1,0,9,4,0,0,0,4,2,4,1,11,4,3,3,1,0,7,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0
1,1,0,5,October,3,1,1,16,5,0,4,0,4,0,-1,1,4,27,5,2,1,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,4,4,2,1,12,4,1,4,2,0,14,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
2,4,1,4,August,5,2,0,2,2,0,3,0,1,1,4,1,1,21,4,4,0,1,2,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,2,0,1,0,4,4,2,0,25,5,3,4,1,0,19,5,1,2,1,0,1,1,1,1,1,0,4,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1
3,2,0,2,August,2,2,0,0,1,0,1,1,2,0,-1,1,4,4,2,1,1,1,1,0,1,3,2,0,0,1,0,0,0,1,0,0,0,9,6,1,0,1,2,2,4,1,6,3,3,1,4,0,7,3,0,1,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0
1,1,0,4,January,4,2,0,8,3,0,5,1,5,0,-1,0,1,17,4,3,1,0,3,1,0,3,2,0,0,1,0,0,0,0,1,0,0,9,3,0,0,1,4,3,1,1,23,5,3,2,3,0,15,4,0,2,1,1,0,1,1,1,0,0,3,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0
2,1,1,5,July,4,2,0,0,1,0,5,1,3,0,-1,1,1,27,5,2,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,4,1,0,0,2,3,4,0,5,2,4,2,2,0,3,2,0,3,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0
